,word,creole_word,creole name
5144,sweet potato,patat,hatian
5145,swell,anfle,hatian
5146,swift,rapid,hatian
5147,swim,naje,hatian
5148,swimming pool,pisin,hatian
5149,swine,kochon,hatian
5150,swing,n balansin,hatian
5151,swing,v balanse,hatian
5152,switch,n switch,hatian
5153,switch,"v chanje, pase",hatian
5154,syllable,silab,hatian
5155,Syrian,siryen,hatian
5156,syringe,sereng,hatian
5157,system,sistèm,hatian
5158,table,"tab, tablo",hatian
5159,table below,tablo ki anda,hatian
5160,tail,"lake, ke",hatian
5161,tailor,tayè,hatian
5162,take,v pran,hatian
5163,take care of,regle,hatian
5164,take out,rale,hatian
5165,tale,"istwa, kont",hatian
5166,talk,"v pale, koze",hatian
5167,talk,n koze,hatian
5168,tall,ro,hatian
5169,tame,donte,hatian
5170,tangle,mele,hatian
5171,tap,v tape,hatian
5172,tape,tep,hatian
5173,tape recorder,n tep,hatian
5174,target,v vize,hatian
5175,tart,brak,hatian
5176,task,travay,hatian
5177,taste,n gou,hatian
5178,taste,v goute,hatian
5179,tax,n taks,hatian
5180,tea,te,hatian
5181,teach,"montre, anseye",hatian
5182,team,ekip,hatian
5183,tear,v dechire,hatian
5184,tear open,dekond,hatian
5185,tease,toumante,hatian
5186,technical,teknik,hatian
5187,technology,teknoloji,hatian
5188,tedious,fatigan,hatian
5189,teenager,tinedjè,hatian
5190,telegram,depèch,hatian
5191,telephone,telefonn,hatian
5192,tell,"rakonte, di",hatian
5193,tell a joke,ba blag,hatian
5194,tell a lie,ba manti,hatian
5195,temper,n tanperaman,hatian
5196,tempest,tanpèt,hatian
5197,temple,tanp,hatian
5198,temporary,tanporè,hatian
5199,tempt,tante,hatian
5200,ten,dis,hatian
5201,tenant,lokatè,hatian
5202,tender,"adj tann, sansib",hatian
5203,tense,"adj enève, rèd",hatian
5204,tent,tant,hatian
5205,term,tèm,hatian
5206,terrible,terib,hatian
5207,terror,laterè,hatian
5208,test,"n tès, egzamen",hatian
5209,than all,pasè tout,hatian
5210,thank,remèsye,hatian
5211,thank god,gras a dye,hatian
5212,theater,teat,hatian
5213,then,"alò, atò",hatian
5214,there,la,hatian
5215,there is,are,hatian
5216,there it is,vwala,hatian
5217,therefore,donk,hatian
5218,they,yo,hatian
5219,thick,epè,hatian
5220,thief,vòlè,hatian
5221,thigh,kuis,hatian
5222,thin,fen,hatian
5223,thing,bagay,hatian
5224,think,"reflechi, panse, kwè",hatian
5225,third,trwazyèm,hatian
5226,thirst,swèf,hatian
5227,thirsty,swèf,hatian
5228,thirteen,trèz,hatian
5229,thirty,trant,hatian
5230,Thomas,Toma,hatian
5231,thought,panse,hatian
5232,thousand,mil,hatian
5233,thread,n fil,hatian
5234,threat,n menas,hatian
5235,threaten,v menase,hatian
5236,three,twa,hatian
5237,throat,gòj,hatian
5238,throw,"voye, lage",hatian
5239,thumb,pous,hatian
5240,thunder,loray,hatian
5241,thunder,v. tonen,hatian
5242,Thursday,jedi,hatian
5243,ticket,"tikè, biye",hatian
5244,tidy,pwòp,hatian
5245,tie,n kravat,hatian
5246,tie,"v mare, bande",hatian
5247,tie down,mare tighten,hatian
5248,till,"jis, jiska",hatian
5249,timber,bwa chapant,hatian
5250,time,"lè(when), tan(general), fwa(number of ..),",hatian
5251,timid,"timid, kazwèl",hatian
5252,tiny,toupiti,hatian
5253,tip,tèp,hatian
5254,tire,n. kaoutchou,hatian
5255,tire,v fatige,hatian
5256,tired,fatige,hatian
5257,tissue,papye twalèt,hatian
5258,title,n tit,hatian
5259,to,"a, nan",hatian
5260,toast,n. pen grye,hatian
5261,today,jodi,hatian
5262,toe,zòtèy,hatian
5263,together,ansanm,hatian
5264,toil,"v travay di, trimen",hatian
5265,tomato,tomat,hatian
5266,tomb,tonm,hatian
5267,tomorrow,demen,hatian
5268,the day after tomorrow,aprè demen,hatian
5269,tongue,lang,hatian
5270,tonight,aswè,hatian
5271,too,"tou, trò",hatian
5272,tool,zouti,hatian
5273,tooth,dan,hatian
5274,top,tèt,hatian
5275,on top of,"sou, sous",hatian
5276,torch,tòch,hatian
5277,tortoise,tòti,hatian
5278,torture,v malmennen,hatian
5279,total,total,hatian
5280,touch,"v touche, manyen",hatian
5281,tough,rèd,hatian
5282,tourist,touris,hatian
5283,toward,vè,hatian
5284,towel,sèvyèt,hatian
5285,town,"vil, lavil",hatian
5286,toy,jwèt,hatian
5287,trace,v trase,hatian
5288,trace,n tras,hatian
5289,track,v suiv,hatian
5290,trade,n metye,hatian
5291,traffic,trafik,hatian
5292,train,tren,hatian
5293,traitor,trèt,hatian
5294,transfer,v transfere,hatian
5295,transfer,n transfè,hatian
5296,translate,tradui,hatian
5297,transportation,transpè,hatian
5298,trash,n fatra,hatian
5299,trash,v tòchonnen,hatian
5300,travel,n vwayaj,hatian
5301,travel,v vwayaje,hatian
5302,treasure,trezò,hatian
5303,treat,v trete,hatian
5304,tree,pyebwa,hatian
5305,tremble,tranble,hatian
5306,tress,très,hatian
5307,trigonometry,trignometri,hatian
5308,trim,v bòdu,hatian
5309,trip,"n vwayaj, liny, tounen",hatian
5310,trouble,"n problèm, troub",hatian
5311,trouble,trouble,hatian
5312,trousers,pantalon,hatian
5313,truck,kamyon,hatian
5314,true,vre,hatian
5315,truly,vrèman,hatian
5316,trunk,kòf,hatian
5317,trust,v fè konfyans,hatian
5318,truth,"laverite, verite",hatian
5319,try,v eseye,hatian
5320,Tuesday,madi,hatian
5321,tune,mizik,hatian
5322,turkey,kodenn,hatian
5323,turn,"tounen, vire",hatian
5324,tutor,n profesè,hatian
5325,twelve,douz,hatian
5326,twenty,ven,hatian
5327,twice,defwa,hatian
5328,twin,jimo,hatian
5329,twist,v tòde,hatian
5330,two,de,hatian
5331,type,jan,hatian
5332,"rapid, fast, quick",taptap,hatian
5333,"small passenger truck, small pickup for Public transportation",TapTap,hatian
5334,ugly,lèd,hatian
5335,umbrella,parapli,hatian
5336,unable,enkapab,hatian
5337,unbearable,ensipòtab,hatian
5338,uncle,"tonton, monnonk",hatian
5339,uncommon,estraòdinè,hatian
5340,unconscious,san konesans,hatian
5341,under,anba,hatian
5342,undergo,sibi,hatian
5343,underground,anbatè,hatian
5344,understand,konprann,hatian
5345,understanding,konesans,hatian
5346,undo,defè,hatian
5347,uneven,"inegal, ansibreka",hatian
5348,unfortunately,malerezman,hatian
5349,unhappy,"tris, pa kontan",hatian
5350,unify,inifye,hatian
5351,union,"inyon, maryaj, sendika",hatian
5352,unit,"inite, grenn",hatian
5353,unite,"ini, mare",hatian
5354,United Nations,Nasyonini,hatian
5355,United States,Zetazini,hatian
5356,in the U S,ozetazini,hatian
5357,U.S. History,Istwa Etazini,hatian
5358,unity,inite,hatian
5359,university,inivèsite,hatian
5360,unknown,etranj,hatian
5361,until,"jis, jiska, jiskaske",hatian
5362,up,"anlè, anro, soutèt",hatian
5363,up to,jouk,hatian
5364,up-to-date,"resan, ajou",hatian
5365,upset,"fache, deranje, trouble",hatian
5366,urbanization,ibanizasyon,hatian
5367,urge,"ankouraje, rekòmande",hatian
5368,us,nou,hatian
5369,use,itilize,hatian
5370,have use for,sèvi ak,hatian
5371,used,"ize, dokazyon, dezyèm men",hatian
5372,used to,konn,hatian
5373,useful,itil,hatian
5374,usual,"òdinè, selon lizaj",hatian
5375,utensil,istansil,hatian
5376,utility,itilite,hatian
5377,utterance,espresyon,hatian
5378,leather,"ui, tchwi",hatian
5379,eight,"uit (ui, wit)",hatian
5380,eighth,uityèm,hatian
5381,bind,uni,hatian
5382,custody,uveyans,hatian
5383,V ~ Kreyol pronunciation ( Ve ) ( as in very ) vacation,vakans,hatian
5384,vagabond,adj. eran,hatian
5385,vagabond,"n vakabon, voryen",hatian
5386,vague,"vag, raz",hatian
5387,vain,chèlbè,hatian
5388,valiant,vanyan,hatian
5389,valid,valid,hatian
5390,valise,valiz,hatian
5391,valley,"savann, plato",hatian
5392,valuable,valab,hatian
5393,value,valè,hatian
5394,valve,valv,hatian
5395,vanilla,vaniy,hatian
5396,vanish,disparèt,hatian
5397,vanquish,"venk, genyen",hatian
5398,vapor,vapè,hatian
5399,variation,varyasyon,hatian
5400,various,divès,hatian
5401,varnish,adj,hatian
5402,vary,n. varye,hatian
5403,vast,vast,hatian
5404,vegetable,legim,hatian
5405,vehicle,machin,hatian
5406,vend,vann,hatian
5407,venerate,"venere, respekte",hatian
5408,ventilated,aere,hatian
5409,venture,"negòs, antrepriz",hatian
5410,venture,v. riske,hatian
5411,verdict,"desizyon, jijman",hatian
5412,vermin,"parazit, vèmin",hatian
5413,verse,vè,hatian
5414,version,vèsyon,hatian
5415,very,"(much)anpil, trè, bien, (the same) menm",hatian
5416,vex,vekse,hatian
5417,vice versa,adv. ale pou vini,hatian
5418,vice,"vis, mani",hatian
5419,victim,viktim,hatian
5420,victory,viktwa,hatian
5421,view,v egzamine,hatian
5422,village,"bouk, vilaj",hatian
5423,vinegar,vinèg,hatian
5424,violate,"vyole, dezobeyi",hatian
5425,violation,vyolasyon,hatian
5426,violet,vyolèt,hatian
5427,virgin,"tif, vyèj",hatian
5428,visa,visa,hatian
5429,vision,vizyon,hatian
5430,vital,"vital, serye",hatian
5431,vocabulary,vokabilè,hatian
5432,vogue,lamòd,hatian
5433,voice,n vwa,hatian
5434,voice,v. prononse,hatian
5435,volume,volim,hatian
5436,volunteer,volontè,hatian
5437,vomit,n vomi,hatian
5438,vote,n vòt,hatian
5439,vote,v vote,hatian
5440,voter registration,enskripsyon elektè,hatian
5441,voudou (voodoo),voodoo,hatian
5442,voyage,vwayaj,hatian
5443,cow,vach,hatian
5444,"wave, ignore",vag,hatian
5445,vacation,vakans,hatian
5446,vaccination,vaksen,hatian
5447,vaccinate,vaksinen,hatian
5448,value,valè,hatian
5449,friday,vandredi,hatian
5450,vanilla,vaniy,hatian
5451,"truth, true",verite,hatian
5452,glass,vè,hatian
5453,vein,venn,hatian
5454,vessel,vesèl,hatian
5455,life,vi,hatian
5456,empty,vid,hatian
5457,city,vil,hatian
5458,town,vil,hatian
5459,village,vilaj,hatian
5460,drill,vilbreken,hatian
5461,come,vini,hatian
5462,arrival,vini,hatian
5463,virus,viris,hatian
5464,screw,vise,hatian
5465,fast,vit,hatian
5466,speed,vitès,hatian
5467,visit,vizit,hatian
5468,to visit,visite,hatian
5469,vision,vizyon,hatian
5470,want,vle,hatian
5471,veal,vo,hatian
5472,flight,vol,hatian
5473,fly,vole,hatian
5474,steal,volè,hatian
5475,voluntary,volontè,hatian
5476,vote,vote,hatian
5477,send,voye,hatian
5478,ejaculation,voye,hatian
5479,"to dismiss, send away",voye ale,hatian
5480,to throw away,voye jete,hatian
5481,true,vre,hatian
5482,voice,vwa,hatian
5483,veil,vwal,hatian
5484,hymen,vwal twou pati yon fi,hatian
5485,travel,vwayaj,hatian
5486,trip,vwayaj,hatian
5487,neightbor,vwazen,hatian
5488,meat,vyann,hatian
5489,old,vye,hatian
5490,aged,vye,hatian
5491,ancient,vye,hatian
5492,virgin,vyèj,hatian
5493,spinster,vyèyfi,hatian
5494,(v) age,vyeyi,hatian
5495,vomit,vomi,hatian
5496,violent,vyolan,hatian
5497,violation,vyolasyon,hatian
5498,violate,vyole (dezobeyi),hatian
5499,(v) rape,vyole,hatian
5500,(v) ravish,vyole,hatian
5501,violet,vyolèt,hatian
5502,wade,patoje,hatian
5503,wage,"n salè, peròl",hatian
5504,wager,n paryaj,hatian
5505,wager,v parye,hatian
5506,wagon,charyo,hatian
5507,wail,"jemi, rèl",hatian
5508,waist,"ren, tay, senti",hatian
5509,wait,tann,hatian
5510,waiter,gason,hatian
5511,wake,n veye,hatian
5512,wake,v reveye,hatian
5513,wake up,leve,hatian
5514,walk,v mache,hatian
5515,walk,demach :to take a walk - fè youn vire,hatian
5516,walking,adj. a pye,hatian
5517,wall,"mi, panno",hatian
5518,wallet,bous,hatian
5519,wander,flannen,hatian
5520,wane,n dekadans,hatian
5521,wane,v ronbe,hatian
5522,want,"vle, bezwen, anvi",hatian
5523,war,lagè,hatian
5524,ward,"pare, detounen, sal",hatian
5525,wardrobe,(l)amwa,hatian
5526,warehouse,depo,hatian
5527,warm,tyèd,hatian
5528,warmth,chalè,hatian
5529,warn,"prevni, acèti",hatian
5530,warning,avètisman,hatian
5531,warrant,"n manda, chèk",hatian
5532,warrant,v garanti,hatian
5533,wart,"bouton, zanpoud",hatian
5534,wash,v lave,hatian
5535,wash,n lesiv,hatian
5536,wash up,fè twalèt (li),hatian
5537,washable,netwayabe,hatian
5538,washbasin,"kivèt, lavado",hatian
5539,washcloth,"sèvyèt twalèt, ti sèvyèt",hatian
5540,washing,lavaj; twalèt,hatian
5541,washing of pubic region,fè twalèt deba,hatian
5542,washtub,"benwa, basin",hatian
5543,wasp,gèp,hatian
5544,waste,n gaspiyaj,hatian
5545,waste,v gaspiye,hatian
5546,watch,n mont (as in time),hatian
5547,watch,"v gade, siveye, veye (as in eye)",hatian
5548,watch for,siveye,hatian
5549,watch out,pinga!,hatian
5550,water,dlo,hatian
5551,wave,n vag,hatian
5552,wave,v flote,hatian
5553,way,"jan, chemen",hatian
5554,be on one's way,ap rive; an rout,hatian
5555,wax,lasi,hatian
5556,we,"nou, n'",hatian
5557,weak,fèb,hatian
5558,weaken,febli,hatian
5559,wealth,"fòtin, byen",hatian
5560,weapon,zam,hatian
5561,wear,"v pote, mete",hatian
5562,weariness,fatig,hatian
5563,weather,"klima, tan",hatian
5564,weave,"v tise, mare",hatian
5565,web,filareye,hatian
5566,wedding,maryaj,hatian
5567,Wednesday,mèkredi,hatian
5568,weed,raje,hatian
5569,week,"semèn, senmenn",hatian
5570,weep,kriye,hatian
5571,weigh,peze,hatian
5572,weigh anchor,derape,hatian
5573,weight,pwa,hatian
5574,welcome,n bèlantre,hatian
5575,welcome,v byenvini,hatian
5576,you're welcome,de ryen,hatian
5577,welfare,byennèt,hatian
5578,well,"n sous, piu",hatian
5579,well,"adj byen, bon",hatian
5580,well then,en ben,hatian
5581,as well as,byen ke,hatian
5582,werewolf,lougarou,hatian
5583,west,"lwès, nan lwès",hatian
5584,Western Europe,Ewèp Oksidantal,hatian
5585,wet,mouye,hatian
5586,whale,balèn,hatian
5587,wharf,waf,hatian
5588,what,kisa,hatian
5589,whatever,"nenpòt, kèlkeswa",hatian
5590,wheat,ble,hatian
5591,wheel,rou,hatian
5592,when,"le, kou, kan, kilè, likè",hatian
5593,whence,kidonk,hatian
5594,whenever,nepòt kilè,hatian
5595,where,"kikote, kibò",hatian
5596,whet,ile,hatian
5597,which,"kilès, ke, ki",hatian
5598,while,pandan,hatian
5599,whim,kapris,hatian
5600,whirl,toubiyon,hatian
5601,whisky,wiski,hatian
5602,whisper,v chuichui,hatian
5603,whistle,n siflèt,hatian
5604,white,blan,hatian
5605,who,"kimoun, kilès",hatian
5606,whole,"antye, tout",hatian
5607,wholly,konplètmewhy,hatian
5608,whore,bouzin,hatian
5609,wicked,mechan,hatian
5610,wide,laj,hatian
5611,width,lajè,hatian
5612,widow,vèv,hatian
5613,widower,vèf,hatian
5614,wife,"madanm, fanm",hatian
5615,wild,sovaj,hatian
5616,will,n volunte,hatian
5617,will,"v a, av, ava, va",hatian
5618,win,v genyen,hatian
5619,wind,n van,hatian
5620,window,fenèt,hatian
5621,wine,diven,hatian
5622,wing,zèl,hatian
5623,wink,"fèjefou, fèsiyo",hatian
5624,winner,gayan,hatian
5625,winter,livè,hatian
5626,wipe,siye,hatian
5627,wire,"fil elektrik, kab",hatian
5628,wisdom,lasajès,hatian
5629,wise,saj,hatian
5630,wish,v swete,hatian
5631,wit,"wntelijans, konprann",hatian
5632,witch,sòsyè,hatian
5633,with,"ak, avèk",hatian
5634,withdraw,"v retire, rale soti",hatian
5635,wither,fennen,hatian
5636,withhold,kenbe,hatian
5637,within,andedan,hatian
5638,without,"san, deyò",hatian
5639,withstand,"v reziste, sipòte",hatian
5640,witness,n temwen,hatian
5641,witness,"v ateste, wè",hatian
5642,wizard,sòsye,hatian
5643,woman,"fanm, fi, madanm, (pl. medanm)",hatian
5644,wonder,n mèvèy,hatian
5645,wonder,v etone,hatian
5646,wood,bwa,hatian
5647,wool,lenn,hatian
5648,word,mo,hatian
5649,work,travay,hatian
5650,work (to function),mache,hatian
5651,worker,"ouvriye, travayè",hatian
5652,world,lemonn,hatian
5653,worm,vè,hatian
5654,worry,n traka,hatian
5655,worry,v trakase,hatian
5656,worse,pi mal,hatian
5657,worth,valè,hatian
5658,worthy,merite,hatian
5659,wound,n blesi,hatian
5660,wound,v blese,hatian
5661,wow!,mezanmi! papa!,hatian
5662,wrap,vlope,hatian
5663,wrestle,lite,hatian
5664,wretch,mizè,hatian
5665,wretched,mizerab,hatian
5666,wring,"v tòde, tòdye",hatian
5667,wrinkle,"n rid, chifone",hatian
5668,wrist,ponyèt,hatian
5669,write,ekri,hatian
5670,wrong,"move, mal, pa sa",hatian
5671,wrought,fòje,hatian
5672,king,wa,hatian
5673,wharf,waf,hatian
5674,harbor,waf,hatian
5675,see,wè,hatian
5676,(v) witness,wè,hatian
5677,role,wèl,hatian
5678,remove,wete,hatian
5679,yes,wi,hatian
5680,whisky,wiski,hatian
5681,wit,wntelijans (konprann),hatian
5682,tall,wo,hatian
5683,high,wo,hatian
5684,robe,wòrbdechanm,hatian
5685,rock,wòch,hatian
5686,round,won,hatian
5687,disgrace,wont,hatian
5688,height,wotè,hatian
5689,wheel,wou,hatian
5690,hoe,wou,hatian
5691,red,wouj,hatian
5692,(v) fool,woule,hatian
5693,fool,woule,hatian
5694,ride,woulib,hatian
5695,roller,woulo,hatian
5696,group,woup (v. gwoupe),hatian
5697,route,wout,hatian
5698,road,wout,hatian
5699,way,wout,hatian
5700,sesame,wowoli,hatian
5701,pink,woz,hatian
5702,bow tie,wozèt,hatian
5703,x-ray,radyografi,hatian
5704,xenophobia,"zenofobi, (adj) pé etranje",hatian
5705,xerox,fotokopye,hatian
5706,xmas,nwèl,hatian
5707,xylophone,zilofòn,hatian
5708,yard,lakou,hatian
5709,yard (3 feet),twa pye,hatian
5710,yarn,fil,hatian
5711,yawn,baye,hatian
5712,year,"ane, lane",hatian
5713,yearn,sipliye,hatian
5714,yeast,leven,hatian
5715,yell,"rele, kriye",hatian
5716,yellow,jòn,hatian
5717,yes,wi,hatian
5718,yesterday,yè,hatian
5719,yet,"deja, anko, toujou",hatian
5720,yield,"donnen, bay",hatian
5721,yolk,jònze,hatian
5722,yonder,laba,hatian
5723,you,ou,hatian
5724,young,"jèn, jenn",hatian
5725,your,ou,hatian
5726,yourself,ou-menm,hatian
5727,youth,lajenès,hatian
5728,yam,yanm,hatian
5729,dance rhythm (:voodoo),yanvalou,hatian
5730,kind of fish - kind of dance,yaya,hatian
5731,last night,yè oswa (yè swa),hatian
5732,to be (kouman ou ye?,ye,hatian
5733,yesterday,yè,hatian
5734,t whine (complain),yenyen (nyennyen),hatian
5735,"feud, quarrel",yingyang,hatian
5736,"they, them, their",yo,hatian
5737,iodine,yòd (iyòd),hatian
5738,iodized,yòde (iyòde),hatian
5739,yogurt,yogout,hatian
5740,"a, an",yon,hatian
5741,somebody,yon moun,hatian
5742,one-way,yon sans,hatian
5743,once,yon fwa,hatian
5744,someone,yon moun,hatian
5745,unit,youn,hatian
5746,one,youn (yonn),hatian
5747,tapeworm,youyou [ loulou(t) ],hatian
5748,yo-yo (toy),yoyo,hatian
5749,penis,yoyo (yoyo-l),hatian
5750,zeal,anprèsman,hatian
5751,zero,zewo,hatian
5752,zest,antren,hatian
5753,zigzag,"zigzag, (v) zigzage",hatian
5754,zinc,zenk,hatian
5755,zip,"zip, (v) zipe",hatian
5756,zip code,kòd postal,hatian
5757,zone,"zòn, rejyon",hatian
5758,zoo,zou,hatian
5759,zoom,rale,hatian
5760,zaboka,avocado,hatian
5761,zaf? (af?),"matter, affair, situation. belongings",hatian
5762,zam,weapon,hatian
5763,zandolit,lizard,hatian
5764,zangi,eel,hatian
5765,zanmi lekol,classmate,hatian
5766,zanmi (patnè),"buddy, partner",hatian
5767,zanmi,acquaintance,hatian
5768,zanmi,friend,hatian
5769,zannanna,pineapple,hatian
5770,zanno,earings,hatian
5771,Zantiy,Antilles,hatian
5772,zantray,entrails,hatian
5773,zantray,gut,hatian
5774,zariyen,spider,hatian
5775,zaviron,oar,hatian
5776,zè,caviar,hatian
5777,zè,egg,hatian
5778,zèb,"grass, hay.",hatian
5779,"zegui (zegi, egui)",needle,hatian
5780,zeklè (eklè),lightning,hatian
5781,zèl,wing,hatian
5782,zen (v. kwoke),hook,hatian
5783,zenk,zinc,hatian
5784,zenglen,fragment of broken glass,hatian
5785,zenglendo,bandits - armed criminals operating on their own or recruited to,hatian
5786,zenofobi,xenophobia,hatian
5787,zepeng,(n) pin,hatian
5788,zepis,herb,hatian
5789,zepis,spice,hatian
5790,zèpòl,shoulder,hatian
5791,zesèl,armpit,hatian
5792,zetazini,United States,hatian
5793,zetwal,star,hatian
5794,zèv,charity,hatian
5795,zèwo,zero,hatian
5796,zigzage,(v) zigzag,hatian
5797,zile,island,hatian
5798,zilofòn,xylophone,hatian
5799,Zin,gossip,hatian
5800,"zip, (v. zipe)",zip,hatian
5801,zipe,zip,hatian
5802,zo,bone,hatian
5803,zòkò,"skeleton like, walking skeleton",hatian
5804,zokòt,rib,hatian
5805,zòn,zone,hatian
5806,zòn,area,hatian
5807,zonbi,ghost - zombi,hatian
5808,zong,fingernail - toenail,hatian
5809,"zongle (koupe, kase boujon)",nip,hatian
5810,zongle,(v) pinch,hatian
5811,zonyon,onion,hatian
5812,zoranj,orange,hatian
5813,zorèy,ear,hatian
5814,zorye,pillow,hatian
5815,zotèy,toe,hatian
5816,zou,zoo,hatian
5817,zouti,tool,hatian
5818,zuit (zwit),oyster,hatian
5819,zwa,goose,hatian
5820,zwazo,bird,hatian
5821,zye,eye,hatian
